,Tweets,Etiquetas
2677,"“@ainaralejos: impresionante #lachispadelavida sin duda la musica, lo mejor! Buenisima!” @JoanValent el es el compositor",P+
2678,"Mis zapatillas rojas, dedicadas a @ogentilcar http://t.co/FSKJnmN5",NONE
2679,@ccifuentes #FF ;-))),P
2680,“@eudald_8: Está spike lee?” Éste te sirve? http://t.co/xChQuNWs,NONE
2681,El roto: lo tenéis? BRUTAL. El mejor desde hace años http://t.co/N9uvphp6,P+
2682,"En un rato estaremos en el cementerio, en San Sebastian, recordando a Gregorio Ordoñez  http://t.co/sngyIdAj",NONE
2683,"Bertolt Brecht: ""El peor analfabeto es el analfabeto político. No oye, no habla, no participa de los acontecimiento... http://t.co/w0aRMS6M",N
2684,Logroño se viste de largo para celebrar hoy en #Fitur su Día. http://t.co/Hbf1RBOk,P+
2685,Rodando al atardecer... http://t.co/SCeQVkrI,NONE
2686,La misa en 24h muestra la ausencia de  transición  democrática en la aconfesionalidad y  en la memoria republicana y antifranquista,NEU
2687,"Es estupendo “@fjcristofol: Rafa Álvarez es,seguramente,el mejor entrevist d la prensa española.Incluso ante personajes vacíos y sin humor",P+
2688,". @JavierCremades "" #Malaga es un espacio que atrae talento "" @malagavalley @pedroj_ramirez @elmundo_orbyt http://t.co/TvRr2Q6A",P+
2689,Los malos gestores públicos no deberían irse de rositas. Esperamos las concreciones del gobierno. http://t.co/nNJVlDNo,NEU
2690,"Mourinho apoya a Pepe.Lógico, se empieza metiendo el dedo en el ojo a otro entrenador y se acaba apoyando a Pepe.Fútbol arte #Pepebotadeoro",N
2691,He aquí la foto con @pedroj_ramirez ;-))) en el acto del premio a @elmundo_orbyt . Q maravilla escucharlo y conocerlo http://t.co/BleDlKQS,P+
2692,Lo siento por Donosti pero estoy de acuerdo. Consuelo Ordóñez: 'San Sebastián merece la capitalidad de la indignidad' http://t.co/bttvOoeO,N
2693,RT @PoliticaMadrid @Ayto_Boadilla Hasta 13 feb Sala de la Millonaria abierta ininterrumpidamente para estudiantes ¡A por el sobresaliente!,P+
2694,Dennis Dugan el director de #Jackysugemela dando instrucciones a Katie Holmes http://t.co/QXAoKJTD,NONE
2695,"Yo mientras, ligando con la madre del director de #Jackysugemela (sin éxito) http://t.co/G7Uk2WPH",N
2696,Una vista nocturna del interior del barco de #Jackysugemela (menudos fíestorros!) http://t.co/yRAVxGj9,P
2697,"No siempre lo consigo. “@Ayramperezg: Impresionante rapidez de respuesta de @santiagocervera al correo, ojalá algunos fueran tan eficientes”",P
2698,Hallado el cuerpo sin vida de una mujer en el interior del 'Costa Concordia' http://t.co/G4z8v5Gu,N
2699,A hacer compra de la semana (@ Mercadona Teatinos) http://t.co/roD5TnZ1,NONE
2700,Es necesario activar la reordenación del sector público bajo la base del consenso con los afectados http://t.co/4nOqkZex vía @europapress_es,N
2701,Yo creo q la culpa la tienen las empresas de telecomunicaciones q son las q se forran. Donde esta la competencia? #estodounabroma,N
2702,felicidades! “@ChiquilloBarber: Hoy es el cumple de un activo twittero @marodriguezb...¡Felicidades!”,P+
2703,Os habéis fijado que en la BS de #americanhorrorstory utilizan música de Vértigo y Psicosis?,NONE
2704,"En 70 minutos, @giraldatv te ofrece el análisis del #derbysevillano de sta noche.De 20h a 21:30h.Y a las 0:00h,el postpartido#sevillahoy",P
2705,#americanhorrorstory me está enganchando,P
2706,Willy Toledo lamenta la muerte del disidente cubano y exige la liberación de todos lis presos políticos #noticiasimposibles,NEU
2707,Es divertidísima. Todo esto lo inventaron Lynch y Frost.,P+
2708,"Estais guapisimas. RT @lirci_EPSanz: ""@TributoSanzEs: @AlejandroSanz mira amor!! Aquí estamos (cont) http://t.co/3mkvFIZJ",P
2709,Que rrrriiiicaaaaa RT @naranzu: @AlejandroSanz y de regalo...una Leche Frita desde Cadiz para que (cont) http://t.co/2gsWw7Gw,P+
2710,A ver si ahora el Atleti va a golear en todos los partidos y nos va a quitar la ilusión por el sufrimiento y por el fútbol a los atléticos,P
2711,Es triste...“@mi_caye: La viuda de Gregorio Ordóñez: «San Sebastián es capital de la indignidad» - ABC.es http://t.co/H4pqIgzl via @abc_es”,N
2712,Naciste bloqueado. Yo sólo lo ratifico en mi twitter.,N
2713,Jajaja. Si joe.. Todo a la vez. RT @natuchi79svq: @AlejandroSanz el derby y el carnaval..estoy por (cont) http://t.co/DvUY4S6O,P
2714,El @cacmalaga critica las declaraciones de Plata y cifra en 522 las obras de arte propias http://t.co/VsSxiFRj,N
2715,"“@IratiKerplunk: Acabo de ver #lachispadelavida.tengo algunas palabrillas que decir: brillante, brilante, brillante!! gran pelicula. Gracias",P+
2716,El enlace de la Infografía: Atribución de delegados del PSOE según los propios candidatos http://t.co/qfozgu66,NONE
2717,“@imc1992: Sin duda @Edurnity es la mejor Sandy que podía haber.Iguala e incluso supera a la original!Un besazo! #edurneessandy”wow gracias!,P+
2718,150€ más el vino “@EVA__MARIA_: @pedroj_ramirez ¿ Cuanto es razonable ? Ejem. Para dos personas #gracias”,P
2719,"Chacón gana terreno en el PSOE, los derechos de las empleadas del hogar y la mansión del pirata digital.http://t.co/aQOyCs2C#portadaEPC",NEU
2720,"He ido al cine a ver Los Descendientes. Había derbi y pensé que poca gente. Sala a rebosar. No sitio. Cambio a Margaret Tatcher, no está mal",P+
2721,Qué emoción en el Betis-Sevilla! Al final 1-1 y el Sevilla con diez jugadores.. Qué grande es el fútbol!!,P
2722,Me gusta que el Canijo sea TT. Tengo ganas de ver lo que trae este año!,P
2723,"Si? Por que? De que va la chirigota del canijo? RT @alfonsosillero: @AlejandroSanz primoooooo, no (cont) http://t.co/GrX4ztso",NONE
2724,GRACIAS GAVÀ POR VUESTRO CARIÑO!! #yeswespainISDIFFERENT  ya es una realidad!!!;))),P+
2725,Otra serie mítica! http://t.co/NTaB7mYR,P+
2726,"Por cierto, magnífico el concierto organizado ayer x la Embajada China, para celebrar su Año Nuevo, el del Dragón.",P+
2727,"Salgo para el Congreso Provincial del PSOE. Esta mañana en Badajoz y Cáceres, debates y votaciones.",NONE
2728,Bien! “@josedelapenac: Aúpa #Nadal se lleva el duelo español ante Feliciano López y se planta en cuartos de final  #AbiertoDeAustralia”,P
2729,Buenos días...,NONE
2730,El manifiesto de apoyo a 'Público' ya está en público.es si queréis firmarlo. (Por favor RT). http://t.co/x3LhLlux#porquePúblicohacefalta,P
2731,Acabo de leer un poco por vuestras fotos y me parece q marca quiere sacar las cosas de quicio pq ese tipo de dialogo suele pasar.,N
2732,"Bueno twitteros me voy con mis hijos a dar una vuelta,quitar importancia a lo de marca pq esto pasa muy a menudo en todos los equipos.abrazo",NEU
2733,"Hoy como ayer, mañana como hoy,¡y siempre igual!Un cielo gris, un horizonte eternoy andar... andar.",NONE
2734,@anapastor_tve @ramonlobo ole la tenacidad de los periodistas irlandeses!,N
2735,"Miles de gracias a los cientos d comentarios positivos sobre #jackysugemela! (tambien a los 3 comentarios negativos,al menos la han visto ;)",P
2736,Genial crónica de @maykanavarro sobre el estreno del Ministro de Defensa Morenés en #Afganistán http://t.co/gINbRH9v,P+
2737,"Os pido que no votéis contra nadie,sino por el partido,que votéis por lo que estamos decidiendo,1proyecto para España #massocialismo",NONE
2738,"Debemos volver a recuperar la confianza de la ciudadanía, empecemos por lo local, por lo cercano, el poder municipal. #massocialismo",P
2739,El fracaso de los fondos mineros está en la falta d voluntad del gobierno central y en nuestra incapacidad d diseñar su futuro en  Asturias,N+
2740,Monti y Draghi piden duplicar la capacidad del fondo de rescate permanente. Menudo 2012 nos espera!,N
2741,"Hoy me leen la mano -y alguna cosa más- en el dominical de  @elperiodico_cas. En cuanto haya link, os lo chuto.",NONE
2742,Así vivía el dueño de Megaupload http://t.co/i1XM3KOC,NONE
2743,Cuando era pequeña y me enteré que las películas eran dobladas tuve la misma sensación que cuando me enteré que los reyes son quienes son,N
2744,"#ConsejosNYC Lo único bueno de ir a ver ""The Book of Mormon"" fue descubrir un nuevo Lillie's en la 49: http://t.co/l81J5Rq8",NEU
2745,"“@rius15: No te olvides decir ""Si os gusta el baloncesto, no ir a ver a los Knicks"" #ConsejosNYC” O hacerlo en la Suite 20.",NEU
2746,La neolengua se introduce en el insulto conservador. Ahora se lleva el diagnóstico de discapacidad o de enfermedad mental. Falta humanidad !,N
2747,Hoy la Cursa de la Dona da ejemplo de la gran implicación de la sociedad  en eventos deportivos...@cursadona http://t.co/gX9yYV6c,P
2748,Gracias a todos los que habéis felicitado a Palomita por su cumpleaños sin que ella lo sepa. Sois estupendos. Hoy esta de bajada. Mucho But.,P
2749,Vamos @malagacf ;-)),P
2750,"""Carrera d fanatismo"". Mi columna sobre la execrable persecución d los islamistas a los cristianos en #Nigeria . Mañana en @LARAZON_es",N
2751,Y no hay dos sin tres!! Qué reprisse tiene este chico!!,NONE
2752,Aunque para grandes este!Maestro Landa... http://t.co/25NjdSdL,P
2753,"Por cierto, el Banco de España dará a conocer mañana su previsión de crecimiento para este año ¿Se aproximará a la del FMI?",P+
2754,Gran victoria del equipo. Seguimos adelante y ahora a pensar en el miércoles! Vamos!!!!,P+
2755,La hora de la verdad para evitar la quiebra y consecuencias.Greek bondholders draw line in the sand 65-70%.ft.com/zzNYzK #FinancialTimes,NEU
2756,Me han tenido que dar oxígeno pero ya estoy recuperado.,P
2757,Ah puEs eso. Ya sabeis. Jeje RT @iBananaShop: @AlejandroSanz de cadizzzzz,NONE
2758,Siiii.. Lo se.. Mis Chilen@s del alma os mando todo mi corazon y mi agradecimiento. RT (cont) http://t.co/Tat8czDi,P+
2759,Jajaja... Siii un pipiolo. RT @leiruarikahs: @AlejandroSanz  jajajaa aunq t pongan mas tu eres un chavo juvensuelooo  haha saluditos!!,P
2760,Totalmente RT @CordobeSanz_: @AlejandroSanz ke verdades mas grandes se cantan en el carnaval de Cai,P+
2761,Jajaja. Pues no se diga mas. Un abrazo volador para ti. RT @Fans_Sanz: RT @Rossana2310 (cont) http://t.co/3dS3NCbP,P
2762,Mañana a las 8:30 en @cope_es en #asísonlasmañanas con @buruagacope,NONE
2763,"Un titular mañana en el @20m de Barcelona: ""El Barça gana por goLEOlada""",P+
2764,"Por cierto, para la gira mexicana, que canciones os gustaría escuchar en el repertorio de los conciertos? alguna sugerencia diferente?",P
2765,Otro gran dia en NYC.Fuimos al Zoologico (nos congelamos) 1sauna y problema resuelto.Estudie musica de Evita y ahora a Zzz Bnoches mi gente,P
2766,"Buenos días a todos, que tengáis un buen lunes y una estupenda semana :-)",P+
2767,RT @WestWoodEntt: #Brava de @paurubio se posiciona dentro de los primeros lugares de popularidad ... http://t.co/20KcIGaV,P
2768,Dentro de un rato comentaremos en la Cope las vacilaciones de la política económica del Gobierno y el estado de la pugna Rubal-Chacón.,N
2769,Messi ya está aquí!!!;))) http://t.co/jHoAgHcO,P+
2770,Portada La Razón http://t.co/KwBYurwX ...,NONE
2771,Portada Público http://t.co/015WnokL ...,NONE
2772,Portada La Gaceta http://t.co/Wiwvrxpc ...,NONE
2773,"Buenos días, os deseo una buena semana. Nos toca reunión con consejeros,con el objetivo de hacer políticas en común en Sanidad y S. sociales",P+
2774,"no sabes lo q te perdiste“@Alejandro_vara: No puder ver la apología sobre Garzon en Informe Semanal, la tele de todos, nos dicen... @rtve”",NEU
2775,Moisés Naín compara las desigualdades con el colesterol. Yo Discrepo y creo con Navarro que todas son malas para la justicia y la economía,N+
2776,"El Banco de España dará a conocer hoy sus previsiones sobre crecimiento en 2012. MAFO apuesta por una caída del PIB del1,5%",N
2777,“@quediario: Portada del diario Qué! del lunes 23 de enero. http://t.co/TwVVd79p”,NONE
2778,Esta tarde solidaridad y apoyo para el futuro de Público en El Ateneo.,P+
2779,"""No refundemos la socialdemocracia cuando lo que ha fracasado es el sistema financiero, eso no significa que no tengamos que hacer ajustes""",N
2780,#Andalucía no es patrimonio de nadie http://t.co/kxyOnQBC @ppandaluz @javierarenas_pp @antoniosanz #elcambioandaluz,NONE
2781,"A vacas tan flacas, menos obsesión con el déficit. En mi blog en @20m http://t.co/RHPFCQfU",N+
2782,Minutos antes de comenzar el Comité Ejecutivo Nacional del @PPopular http://t.co/hmlpcG4K,NONE
2783,"#Andalucia necesita claridad en sus cuentas, transparencia y rigor . Por eso es tan necesario #elcambioandaluz",N
2784,"""El voto en blanco en el Congreso del PSOE""....son muchos en el PSOE los que siguen pensando que ni Rubalcaba ni Chacónhttp://t.co/EUbPkDrI",N
2785,Una masa ártica de agua dulce puede hacer más frío el clima en Europa http://t.co/UgJU8KXI (EP),N
2786,. @SAEmpleo y los planes sustitutivos del Plan Memta? Están ya en marcha?,NONE
2787,Qué guarro es @Carles5puyol! Como puede guardar la basura en el parabrisas de su coche?? http://t.co/OUIo9x3s,N
2788,"Ahora si! Espero que os guste! @FundacionIdeas ""El cambio como política""  http://t.co/XRA2mqmS",P
2789,"Guindos y Montoro, esa pareja irrepetible. Menos mal que Rajoy preside la Comision delegada de asuntos económicos...",NEU
2790,¿Si es inocente por qué pide la prescripcion? Fabra insiste en que es inocente y pide la prescripción de los delitos http://t.co/R3KUgf4i,N
2791,Aquí tenéis la entrevista de ayer con Ondacero. http://t.co/gv4SxhF1 Espero que la escucheis. Un abrazo fuerte amigos. ¡HALA MADRID!,P
2792,"Por otro lado, quien diga que el vestuario está dividido o existe alguna fractura, miente. Existe un gran grupo y hay una gran unión le pese",NEU
2793,"Sii!! Yo ta tengo el mío! Ya colgaré la fotito!“@Demolina22: Volviendo a poner activo el blog, encantada estoy!!!! http://t.co/mMvA0x8s”",P
2794,"El actor Juan Luis Galiardo nos visita en @giraldatv,un grande de la escena en #sevillahoy de gira con ""El Avaro"" de Moliére",P+
2795,Austeridad y rigor en la administración: base de la reactivación económica para sacar a #Andalucía del pozo del desempleo y la crisis.,P
2796,Alcazaba y Teatro Romano #Malaga  http://t.co/WoPRJPYv,NONE
2797,Blázquez rechaza a Soraya S. de Santamaría de pregonera de la Semana Santa por estar casada por lo civil. Monseñor: qué pereza da usted.,N
2798,En cuanto tuiteo un rato se despiertan los trolls. Voy a dejarlo para que sigan durmiendo...,NONE
2799,ETA sigue extorsionando.Ésto para los q decían q se había acabado.A ETA hay q aplastarla con justicia y sin concesiones http://t.co/K1GtHsUN,N
2800,"Y si te fijas, los no católicos son los q más bombo están dándole al tema. ¿Me sigues? @trasgodegaceta",N
2801,"A punto de ver el partido de la Copa África, Marruecos vs Túnez. Siempre me ha gustado mucho este torneo! A ver que tal mi amigo Chamakh.",P+
2802,Porque público nos explica la realidad y los responsables de lo que ocurre. El por qué de las cosas. Recuerda a los profesionales Olga Rguez,P+
2803,"En cuerpo, llegando a @ABCPuntoRadio para la tertulia de @elcontrapunto ... pero en alma, en el homenaje a Público #porquePublicohacefalta",NEU
2804,Ante la avalancha de consultas y el interés suscitado hemos logrado ampliar de 1.000 a 5.000 el límite de la opción que incluye el iPad2.,P+
2805,Vaya lío en que se ha metido el ministro del Interior la víspera de ir a ver al jefe de la Ertzaintza. La patronal ... http://t.co/oclUPrnc,N
2806,@javiercasqueiro @virginiapalonso me he ido a la calle y me encontrado todo cortado. A alguien se le ha ido la mano. @ccifuentes sabrá algo?,N
2807,"Esta noche a las 22:00h estaré en @eslaNochedCesar, para ser entrevistada por César Vidal",NONE
2808,Tengo ahora la entrega de los Premios Internacionales de Periodismo de EM. No podré atenderos. Sobre la superpromo hablad con @clienteorbyt.,NEU
2809,#Andalucia no es patrimonio de nadie http://t.co/t8HQme5g,NONE
2810,Un pacto de salarios sindicatos/CEOE es condición necesaria pero no suficiente para generar empleo. http://t.co/EYXkTooY,N
2811,"Al que se negaba a dar dinero los de Batasuna/&ETA le decían que ""tomaban nota"". Pero Confebask dice q no es extorsión. Ver para creer",N
2812,"Ertzaintza, Confebask y Gob Vasco tratan de minimizar la extorsión de Batasuna/ETA a El País. Y se confunden campañas con lo que está pasand",N
2813,"El País: ""Fuentes de (...) que lo que el ministro y La Gaceta denominan extorsión es la solicitud de una colaboración voluntaria"" ATÓNITO",N
2814,Me ha dicho un pajarito por aquí que @RecioManolo es el jefe de campaña 2.0 de @PepeGrinan ;-)))) equipazo ;-))),P+
2815,Tres nuevas #herramientas para desarrollar #periodismo de datos http://t.co/uuTCveyH,P+
2816,En el concierto de Monica Naranjo...No se puede tener mas arte! (ni hacer una peor foto) http://t.co/rW1msxeM,P
